Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
395,Ingarkaram,Gahourg,Gahourg County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,1262,8421.12,2066.06,15.74,122.71,400,24°C,Dakar (Senegal),,port,,,,,,{t1:argent;division:{division:perFess;t:vert;line:flechy};charges:[{charge:mulletPierced;t:purpure;p:k;size:0.7};{charge:lighthouse;t:or;p:n;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=1262&name=Ingarkaram&seed=1234182160395&width=1400&height=683&style=default&tags=coast%2Chighway%2Cuncultivated%2Cno+square%2Cdense
396,Theltzakt,Gasinx,Gasinx County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,village,1264,3398.79,1605.12,32.31,-57.83,25,13°C,Milan (Italy),,,,walls,,,,{t1:azure;division:{division:perPale;t:argent;line:straight};charges:[{charge:dragonPassant;t:or;p:p;t2:or;t3:or;size:0.7};{charge:rake;t:vert;p:q;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=1264&name=Theltzakt&seed=1234182160396&width=1400&height=683&style=default&tags=estuary%2Chighway%2Cno+square%2Cpalisade%2Cdense
397,Zugkerozig,Rirgarak,Rirgarak County,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,city,18637,7956.24,1823.79,24.45,106,81,19°C,Marrakesh (Morocco),,port,citadel,walls,,,,{t1:gules;division:{division:perPile;t:or;line:wavy};charges:[{charge:roundel2;t:argent;p:e;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Zugkerozig&population=18637&size=39&seed=1234182160397&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
398,Matheielene,Nylmsenilwen,Nylmsenilwen Prefecture,Yethmel,Republic of Yethmel,昆雅（精灵）,昆雅（精灵） Druidism,town,3448,7799.71,1318.65,42.6,100.37,36,5°C,Harbin (China),,,,,,,,{t1:gules;ordinaries:[{ordinary:label;t:argent}];charges:[{charge:doveDisplayed;t:argent;p:pqn;t2:argent;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Matheielene&population=3448&size=21&seed=1234182160398&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
399,Prolx,Gneabsil,Gneabsil County,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,2337,1642.3,3409.82,-32.56,-120.97,289,15°C,Rome (Italy),,,citadel,,,,,{t1:masoned-azure-or-small;ordinaries:[{ordinary:pileInBend;t:or}];charges:[{charge:bowWithThreeArrows;t:argent;p:cg;t2:argent;t3:argent;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Prolx&population=2337&size=18&seed=1234182160399&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
400,Narguge,Tolde,Tolde County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,967,8908.62,1817.72,24.67,140.23,81,19°C,Marrakesh (Morocco),,,,,,,,{t1:sable;charges:[{charge:horsePassant;t:or;p:e;t2:or;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=967&name=Narguge&seed=1234182160400&width=1000&height=488&style=default&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
401,Drard,Shatreora,Shatreora County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,2637,8736.35,1973.52,19.07,134.04,1225,16°C,Dubrovnik (Croatia),,,,,,,,{t1:barryBendy-sable-argent;division:{division:chevronny;t:or};charges:[{charge:horsePassant;t:azure;p:e;t2:azure;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Drard&population=2637&size=19&seed=1234182160401&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
402,Khano,,,Neutrals,undefined,杜兰迪尔（人类）,杜兰迪尔（人类） Beliefs,town,7286,4486.9,3967.7,-52.61,-18.71,4,1°C,Arkhangelsk (Russia),,,,,,,,{t1:or;ordinaries:[{ordinary:terrace;t:azure;line:straight}];charges:[{charge:cock;t:azure;p:e;t2:sable;t3:azure;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Khano&population=7286&size=27&seed=1234182160402&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
403,Galera,Nadab,Nadab County,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,village,1835,7817.18,2157.45,12.46,101,100,28°C,Bangkok (Thailand),,,,,,,,{t1:gules;charges:[{charge:crossAnkh;t:argent;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1835&name=Galera&seed=1234182160403&width=1600&height=780&style=default&tags=dead+end%2Cno+orchards%2Cno+square%2Cdense
404,Selhora,Shaulal,Shaulal County,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,village,1729,6917.85,1764.57,26.58,68.67,361,14°C,Washington (D.C.),,,,,,,,{t1:chainy-argent-vert;ordinaries:[{ordinary:chevronReversed;t:sable}];charges:[{charge:crossPatteeAlisee;t:sable;p:b;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1729&name=Selhora&seed=1234182160404&width=1600&height=780&style=default&tags=river%2Chighway%2Cno+square%2Cdense
405,Rirgun,Ganeya,Ganeya County,Tolnarg,Grand Duchy of Tolnarg,尤顿（巨人）,Embergrakecism,city,13876,8395.42,2861.26,-12.84,121.78,1849,16°C,Dubrovnik (Croatia),,,,,,,,{t1:masoned-argent-sable;charges:[{charge:wolfHeadErased;t:vert;p:e;t2:gules;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Rirgun&population=13876&size=35&seed=1234182160405&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
406,Chach,Zel,Zel County,Srach,Grand Duchy of Srach,阿拉戈（蛛形）,Deities of the Amber Cold,town,4327,4774.4,1459.25,37.55,-8.38,36,9°C,Copenhagen (Denmark),,,,,,,,{t1:argent;division:{division:perCross;t:purpure;line:engrailed};shield:culture},https://watabou.github.io/city-generator/?name=Chach&population=4327&size=23&seed=1234182160406&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
407,Mithlunye,Srokharb,Srokharb Captaincy,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,town,6347,5905.57,2117.23,13.9,32.28,64,28°C,Bangkok (Thailand),,port,citadel,,,,,{t1:or;charges:[{charge:plaice;t:gules;p:e;t2:gules;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Mithlunye&population=6347&size=26&seed=1234182160407&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
408,Lindizarki,Brem,Brem Earldom,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,town,2616,7639.31,2660.01,-5.61,94.6,64,30°C,Khartoum (Sudan),,,,,,,,{t1:sable;charges:[{charge:crossCalvary;t:argent;p:jln;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Lindizarki&population=2616&size=19&seed=1234182160408&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
409,Driord,Wat,Wat Captaincy,Vreagab,Kingdom of Vreagab,狗头人（哥布林）,Old Gneabligzism,village,963,3237.49,1448.25,37.95,-63.62,49,9°C,Copenhagen (Denmark),,,,,,,,{t1:vert;ordinaries:[{ordinary:fess;t:argent;line:straight}];charges:[{charge:lionHeadErased;t:vert;p:e;t2:argent;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=963&name=Driord&seed=1234182160409&width=1000&height=488&style=default&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
410,Mondhillde,Mondhillde,Mondhillde Department,Engai,Republic of Engai,戴尔（人类）,戴尔（人类） Spirits,town,8628,2115.07,1208.04,46.58,-103.97,36,2°C,Anchorage (Alaska),,port,,walls,plaza,,,{t1:argent;charges:[{charge:lionPassantGuardant;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Mondhillde&population=8628&size=29&seed=1234182160410&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
411,Brat,Vekz,Vekz County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,city,12968,3382.6,1112.68,50.01,-58.41,100,-3°C,Okhotsk (Russia),,,,,plaza,,,{t1:argent;charges:[{charge:goutte;t:gules;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Brat&population=12968&size=34&seed=1234182160411&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
412,Ghiz,Kuzg,Kuzg County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,822,1289.97,1974.21,19.04,-133.63,100,25°C,Miami (USA),,port,,,,,,{t1:vert;division:{division:chevronny;t:argent};charges:[{charge:crescent;t:or;p:kn;divided:counter;size:0.7;reversed:1}];shield:culture},https://watabou.github.io/village-generator/?pop=822&name=Ghiz&seed=1234182160412&width=1000&height=488&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
413,Nelwoluch,Vigkandi,Vigkandi County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,2985,8395.7,1578.4,33.27,121.79,4,10°C,London (England),,,,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:or;line:straight}];charges:[{charge:shears;t:purpure;p:abc;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Nelwoluch&population=2985&size=20&seed=1234182160413&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
414,Moft,Wat,Wat Captaincy,Vreagab,Kingdom of Vreagab,狗头人（哥布林）,Old Gneabligzism,village,1236,3163.87,1502.59,35.99,-66.27,169,9°C,Copenhagen (Denmark),,,,,,,,{t1:gules;charges:[{charge:helmetCorinthian;t:argent;p:jln;t2:argent;t3:argent;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=1236&name=Moft&seed=1234182160414&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
415,Glam,Vekz,Vekz County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,town,2335,3411.84,1137.7,49.11,-57.36,100,0°C,Murmansk (Russia),,,,,,,,{t1:or;charges:[{charge:lionPassantGuardant;t:sable;p:e;t2:sable;t3:gules;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Glam&population=2335&size=18&seed=1234182160415&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
416,Throthar,Gahourg,Gahourg County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,5508,8351.11,1716.63,28.3,120.19,81,16°C,Dubrovnik (Croatia),,,,,,,,{t1:argent;division:{division:perFess;t:sable;line:straight};ordinaries:[{ordinary:chief;t:azure;line:straight}];charges:[{charge:fusil;t:or;p:abc;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Throthar&population=5508&size=25&seed=1234182160416&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
417,Narud,Lightia,Lightia Landgrave,Vreagab,Kingdom of Vreagab,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,1188,2511.44,1582.22,33.13,-89.72,256,11°C,Antwerp (Belgium),,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:pale;t:azure;line:straight}];charges:[{charge:wheel;t:argent;p:beh;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1188&name=Narud&seed=1234182160417&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cdense
418,Jorbiln,Gahourg,Gahourg County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,8128,8396.94,2024.38,17.24,121.84,441,23°C,Rio de Janeiro (Brazil),,,,walls,,,,{t1:gules;division:{division:perFess;t:or;line:arched};charges:[{charge:pincers;t:argent;p:kn;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Jorbiln&population=8128&size=29&seed=1234182160418&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
419,Rorest,Gloomhorn,Gloomhorn County,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,town,4703,8059.62,3765.53,-45.34,109.71,64,6°C,Stockholm (Sweden),,,,,,,,{t1:purpure;ordinaries:[{ordinary:fessCotissed;t:or;line:wavy}];charges:[{charge:plaice;t:gules;p:def;t2:gules;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Rorest&population=4703&size=23&seed=1234182160419&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
420,Phigli,Phax,Phax Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,village,1776,2819.06,3079.02,-20.67,-78.67,81,26°C,Jakarta (Indonesia),,,,,,,,{t1:azure;division:{division:perCross;t:argent;line:dovetailedIndented};charges:[{charge:triangle;t:or;p:j;size:0.6};{charge:hand;t:azure;p:l;size:0.6};{charge:palace;t:sable;p:m;size:0.6};{charge:crossBurgundy;t:argent;p:o;size:0.6}];shield:culture},https://watabou.github.io/village-generator/?pop=1776&name=Phigli&seed=1234182160420&width=1600&height=780&style=default&tags=river%2Chighway%2Cno+square%2Cdense
421,Shatrekhaz,Yudhyrgu,Yudhyrgu County,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,village,515,8173.19,2431.36,2.61,113.79,625,26°C,Jakarta (Indonesia),,,,,,,,{t1:azure;ordinaries:[{ordinary:pall;t:argent}];charges:[{charge:unicornRampant;t:azure;p:jleh;t2:or;t3:argent;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=515&name=Shatrekhaz&seed=1234182160421&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
422,Ikh-Ug,Ikh-Ug,Ikh-Ug County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,11471,1593.64,2703.1,-7.16,-122.71,4,30°C,Khartoum (Sudan),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:orle;t:azure}];charges:[{charge:snail;t:azure;p:e;t2:azure;size:1.1}];shield:culture},https://watabou.github.io/city-generator/?name=Ikh-Ug&population=11471&size=33&seed=1234182160422&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
423,Curcoast,Griron,Griron Shire,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,city,13478,8090.2,3515.5,-36.36,110.81,361,12°C,Paris (France),,,,,,,,{t1:purpure;ordinaries:[{ordinary:gemelle;t:or;line:straight}];charges:[{charge:bowWithThreeArrows;t:or;p:abc;t2:or;t3:or;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Curcoast&population=13478&size=35&seed=1234182160423&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
424,Brid,Gneabsil,Gneabsil County,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,2613,1584.98,3355.36,-30.6,-123.03,400,15°C,Rome (Italy),,,,,,,,{t1:azure;ordinaries:[{ordinary:pallReversed;t:or;line:engrailed}];charges:[{charge:triangle;t:gules;p:bemo;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Brid&population=2613&size=19&seed=1234182160424&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
425,Chaullemar,Thalya,Thalya County,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,village,951,6383.88,1365.96,40.9,49.48,256,4°C,Reykjavik (Iceland),,,,,,,,{t1:or;charges:[{charge:crossFleury;t:gules;p:jln;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=951&name=Chaullemar&seed=1234182160425&width=1000&height=488&style=snow&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
426,Chiafboif,Qosx,Qosx Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,fort,923,2871.8,3239.42,-26.43,-76.77,25,23°C,Rio de Janeiro (Brazil),,,citadel,,,,,{t1:argent;charges:[{charge:anchor;t:sable;p:e;size:1.5}];shield:culture},null
427,Kinez,Gahourg,Gahourg County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,1857,8348.8,1608.22,32.2,120.11,25,13°C,Milan (Italy),,,,,,,,{t1:argent;division:{division:perCross;t:purpure;line:straight};ordinaries:[{ordinary:terrace;t:gules;line:straight}];charges:[{charge:horsePassant;t:gules;p:e;t2:gules;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1857&name=Kinez&seed=1234182160427&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
428,Solkandukk,Solkandukk,Solkandukk Territory,Olerin,Olerin Empire,尤顿（巨人）,尤顿（巨人） Druidism,town,7308,6554.27,2515.96,-0.43,55.6,441,27°C,Mogadishu (Somalia),,,,,,,,{t1:azure;charges:[{charge:cannon;t:argent;p:e;t2:or;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Solkandukk&population=7308&size=27&seed=1234182160428&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
429,Qash,Kuzg,Kuzg County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,1835,1356.25,2198.53,10.98,-131.25,64,29°C,Niamey (Niger),,port,,,,,,{t1:vert;ordinaries:[{ordinary:pale;t:argent;line:invecked}];charges:[{charge:drakkar;t:vert;p:e;t2:vert;t3:vert;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=1835&name=Qash&seed=1234182160429&width=1600&height=780&style=default&tags=coast%2Chighway%2Cfarmland%2Cno+orchards%2Cno+square%2Cdense
430,Veekz,Iah,Iah Province,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,village,1099,3196.26,2396.92,3.85,-65.11,121,29°C,Niamey (Niger),,,,,,,,{t1:ermine-argent-sable;ordinaries:[{ordinary:canton;t:azure;line:straight}];charges:[{charge:triangle;t:argent;p:y;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1099&name=Veekz&seed=1234182160430&width=1400&height=683&style=default&tags=dead+end%2Cno+orchards%2Cno+square%2Cdense
431,Froththorn,Froth,Froth County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,5047,9012.96,1662.41,30.25,143.98,16,16°C,Dubrovnik (Croatia),,,,,,,,{t1:sable;charges:[{charge:pincers;t:argent;p:jln;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Froththorn&population=5047&size=24&seed=1234182160431&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
432,Khabar,Migez,Migez Earldom,Tolnarg,Grand Duchy of Tolnarg,尤顿（巨人）,尤顿（巨人） Druidism,town,3935,8810.1,3237.4,-26.36,136.69,9,23°C,Rio de Janeiro (Brazil),,,,,,,,{t1:sable;charges:[{charge:crocodile;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Khabar&population=3935&size=22&seed=1234182160432&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
433,Mithlondrin,Mythshele,Mythshele County,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,town,3863,6109.23,2103.29,14.4,39.6,256,26°C,Jakarta (Indonesia),,,citadel,,,,,{t1:chainy-argent-vert;division:{division:perBend;t:gules;line:straight};ordinaries:[{ordinary:pallReversed;t:purpure}];shield:culture},https://watabou.github.io/city-generator/?name=Mithlondrin&population=3863&size=22&seed=1234182160433&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
434,Vrobrun,Ikh-Ug,Ikh-Ug County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,1011,1602.17,2609.56,-3.79,-122.41,4,30°C,Khartoum (Sudan),,,,,,,,{t1:sable;charges:[{charge:bookClosed;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1011&name=Vrobrun&seed=1234182160434&width=1400&height=683&style=default&tags=dead+end%2Cno+orchards%2Cno+square%2Cdense
